Name,Latitude,Longitude,Address,Phone,Website,City
Potawatomi Zoo,41.6693401,-86.2179554,"500 S Greenlawn Ave, South Bend, IN 46615, USA",(574) 235-9800,https://potawatomizoo.org/,South Bend
River Lights Plaza,41.6764579,-86.24575089999999,"340 E Colfax Ave, South Bend, IN 46617, USA",Unknown,Unknown,South Bend
The Oliver Mansion,41.6757911,-86.2620778,"808 W Washington St, South Bend, IN 46601, USA",(574) 235-9664,http://historymuseumsb.org/see-do/historic-house#The%20Oliver%20Mansion,South Bend
Kidsfirst Children's Museum,41.6748412,-86.2625677,"808 W Washington St, South Bend, IN 46601, USA",(574) 235-9664,http://historymuseumsb.org/see-do/kidsfirst-childrens-museum/,South Bend
Kennedy Water Park,41.6840662,-86.28962519999999,"756 Eclipse Pl, South Bend, IN 46628, USA",(574) 235-9407,https://sbvpa.org/places/kennedy-park/,South Bend
Rum Village Nature Center,41.6474493,-86.27102459999999,"2626 S Gertrude St, South Bend, IN 46614, USA",(574) 235-9455,http://sbvpa.org/places/rum-village-park/,South Bend
Children's Museum of South Bend,41.64678649999999,-86.2493145,"2632 S Michigan St, South Bend, IN 46614, USA",(574) 222-2044,http://childrensmuseumofsouthbend.org/,South Bend
St. Patrick's County Park,41.7551906,-86.26556920000002,"50651 Laurel Rd, South Bend, IN 46637, USA",(574) 277-4828,http://www.sjcparks.org/592/St-Patricks,South Bend
Potawatomi Park,41.6684078,-86.219471,"2105 E Mishawaka Ave, South Bend, IN 46615, USA",(574) 299-4765,http://sbvpa.org/places/potawatomi-park/,South Bend
Seitz Park,41.6760102,-86.2452347,"S Niles Ave, South Bend, IN 46617, USA",(574) 299-4765,http://sbvpa.org/parks/seitz-park/,South Bend
Snite Research Center in the Visual Arts,41.6995878,-86.23569909999999,"100 Moose Krause Cir, Notre Dame, IN 46556, USA",(574) 631-5466,http://sniteartmuseum.nd.edu/,South Bend
Island Park at Century Center,41.6766274,-86.24752409999999,"120 S St Joseph St, South Bend, IN 46601, USA",(574) 235-9711,Unknown,South Bend
Kid's Kingdom at Potawatomi Park,41.6667944,-86.2168773,"2000 Wall St, South Bend, IN 46615, USA",Unknown,Unknown,South Bend
The Kizer House,41.6766044,-86.2617235,"803 W Washington St, South Bend, IN 46601, USA",(574) 232-4534,http://www.indianalandmarks.org/,South Bend
Birthday Chair,41.6866216,-86.2610753,"821 Portage Ave, South Bend, IN 46616, USA",Unknown,Unknown,South Bend
Park & Party - ND Tailgate Lot,41.69776170000001,-86.2251493,"54746 Twyckenham Dr, South Bend, IN 46637, USA",Unknown,Unknown,South Bend
South Bend Welcome Sign,41.6911107,-86.2506825,"1140 Hillcrest Rd, South Bend, IN 46617, USA",Unknown,Unknown,South Bend
Falls Park,43.55696669999999,-96.7219767,"131 E Falls Park Dr, Sioux Falls, SD 57104, USA",(605) 367-8222,http://www.siouxfalls.org/parks/parks/locations/falls-park,Sioux Falls
Great Plains Zoo,43.5392292,-96.7626989,"805 S Kiwanis Ave, Sioux Falls, SD 57104, USA",(605) 367-7003,http://www.greatzoo.org/,Sioux Falls
Butterfly House & Aquarium,43.50651679999999,-96.7624867,"4320 S Oxbow Ave, Sioux Falls, SD 57106, USA",(605) 334-9466,https://butterflyhouseaquarium.org//,Sioux Falls
Pettigrew Home & Museum,43.5483882,-96.7346368,"131 N Duluth Ave, Sioux Falls, SD 57104, USA",(605) 367-7097,http://www.siouxlandmuseums.com/,Sioux Falls
Good Earth State Park Visitor Center,43.4770412,-96.5944224,"26924 480th Ave, Sioux Falls, SD 57108, USA",(605) 213-1036,https://gfp.sd.gov/parks/detail/good-earth-state-park/,Sioux Falls
The Outdoor Campus,43.505875,-96.7612482,"4500 S Oxbow Ave, Sioux Falls, SD 57106, USA",(605) 362-2777,http://gfp.sd.gov/outdoor-learning/outdoor-campus/,Sioux Falls
Wild Water West Waterpark and Flamingo Falls Campground,43.50599340000001,-96.8918243,"26767 466th Ave, Sioux Falls, SD 57106, USA",(605) 361-9313,http://www.wildwaterwest.com/,Sioux Falls
Fawick Park,43.54539879999999,-96.7228082,"Sioux Falls, SD 57104, USA",(605) 367-8222,http://www.siouxfalls.org/parks/parks/locations/fawick,Sioux Falls
Sioux Empire Medical Museum,43.5356179,-96.7431672,"1305 18th St, Sioux Falls, SD 57105, USA",(605) 333-6397,https://news.sanfordhealth.org/news-release/sioux-empire-medical-museum-reopens/,Sioux Falls
Catfish Bay Greatest Show On H2O!,43.6085529,-96.7238608,"5500 Show Pl, Sioux Falls, SD 57104, USA",(605) 339-0911,http://www.catfishbay.com/,Sioux Falls
Sertoma Park,43.5069214,-96.760135,"4300 S Oxbow Ave, Sioux Falls, SD 57106, USA",Unknown,https://www.siouxfalls.org/parks/parks/locations/sertoma,Sioux Falls
Arrowhead Park,43.52544959999999,-96.6123832,"1600 River Bluff Rd, Sioux Falls, SD 57110, USA",(605) 367-8222,https://www.siouxfalls.org/parks/parks/locations/arrowhead-park,Sioux Falls
Downtown Sioux Falls,43.5503475,-96.7271125,"315 N Phillips Ave, Sioux Falls, SD 57104, USA",(605) 338-4009,http://www.dtsf.com/,Sioux Falls
Statue of David,43.54524079999999,-96.7232112,"200 S 2nd Ave, Sioux Falls, SD 57104, USA",Unknown,http://www.siouxfalls.org/parks/parks/locations/fawick,Sioux Falls
Sky Zone Trampoline Park,43.4983449,-96.782293,"5129 S Solberg Ave, Sioux Falls, SD 57108, USA",(605) 553-9910,https://www.skyzone.com/siouxfalls,Sioux Falls
Sherman Park,43.5419124,-96.764121,"Sherman Park Rd, Sioux Falls, SD 57104, USA",(605) 367-8222,http://www.siouxfalls.org/,Sioux Falls
Old Courthouse Museum,43.55157029999999,-96.7286659,"200 W 6th St, Sioux Falls, SD 57104, USA",(605) 367-4210,http://www.siouxlandmuseums.com/,Sioux Falls
Japanese Gardens,43.554862,-96.7421937,"707 N Grange Ave, Sioux Falls, SD 57104, USA",(605) 367-8222,http://www.siouxfalls.org/parks/parks/weddings/terrace-rules/gallery,Sioux Falls
Terrace Park,43.5575189,-96.7403772,"1100 W 4th St, Sioux Falls, SD 57104, USA",(605) 367-8222,http://www.siouxfalls.org/parks/parks/locations/terrace,Sioux Falls
Sioux Falls Murals,43.55040220000001,-96.7265223,"329 N Phillips Ave, Sioux Falls, SD 57104, USA",Unknown,Unknown,Sioux Falls
Lloyd Tilghman House & Civil War Museum,37.0844622,-88.60111909999999,"631 Kentucky Ave, Paducah, KY 42001, USA",(270) 575-5477,Unknown,Paducah
Paducah Railroad Museum,37.08542999999999,-88.5944339,"200 Washington St Downtown, Paducah, KY 42002, USA",(270) 908-6451,http://www.paducahrr.org/,Paducah
River Discovery Center is now the Inland Waterways Museum,37.0877355,-88.5941031,"117 S Water St, Paducah, KY 42001, USA",(270) 575-9958,http://inlandwaterways.org/,Paducah
The National Quilt Museum,37.0893311,-88.59713839999999,"215 Jefferson St, Paducah, KY 42001, USA",(270) 442-8856,http://www.quiltmuseum.org/,Paducah
William Clark Market House Museum,37.0872111,-88.59536399999999,"121 Market House Square, Paducah, KY 42001, USA",(270) 443-7759,Unknown,Paducah
Bob Noble Park,37.08631990000001,-88.6383567,"2801 Park Ave, Paducah, KY 42001, USA",(270) 444-8508,http://www.paducahky.gov/noble-park,Paducah
Historic Riverfront,37.0879133,-88.59359309999999,"27 The Foot of Broadway, Paducah, KY 42001, USA",Unknown,http://www.paducahky.gov/,Paducah
Mylo the Thirsty Sprocket,37.0709971,-88.6370851,"3121 Broadway St, Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Whitehaven Welcome Center,37.05080099999999,-88.6528785,"1845 Lone Oak Rd, Paducah, KY 42003, USA",(270) 554-2077,https://www.kentuckytourism.com/,Paducah
Paducah Wall to Wall,37.08839260000001,-88.59417239999999,"200-298 S Water St, Paducah, KY 42003, USA",Unknown,http://paducahwalltowall.com/,Paducah
Atomic City Family Fun Center,37.0828283,-88.6700069,"3801 Hinkleville Rd, Paducah, KY 42001, USA",(270) 558-4868,https://atomicpaducah.com/,Paducah
Kolb Park,37.068064,-88.5889883,"1650 S 6th St, Paducah, KY 42003, USA",(270) 444-8508,https://paducahky.gov/kolb-park,Paducah
Carson Park,37.07537699999999,-88.63529199999999,"300 N 30th St, Paducah, KY 42001, USA",(270) 444-4744,Unknown,Paducah
Keiler Park,37.0711916,-88.63484539999999,"2900 Broadway St, Paducah, KY 42001, USA",(270) 444-8508,http://paducahky.gov/keiler-park,Paducah
Port of Paducah Kentucky,37.0851283,-88.595174,"300 S 3rd St, Paducah, KY 42003, USA",Unknown,Unknown,Paducah
Chief Paduke statue,37.0788646,-88.6206246,"Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Raymond C. Schultz Park,37.0905566,-88.5958436,"The Greenway Trail, Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Welcome To Kentucky Sign,37.1234671,-88.690924,"I-24, Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Williams Park,37.0771154,-88.6751262,"Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Gazebo,37.0862334,-88.63715119999999,"Paducah, KY 42001, USA",Unknown,Unknown,Paducah
Maui Nui Botanical Gardens,20.89260699999999,-156.486317,"150 Kanaloa Ave, Kahului, HI 96732, USA",(808) 249-2798,http://www.mnbg.org/,Kahului
Ho'aloha Park,20.8920946,-156.4689119,"1 E Kaahumanu Ave, Kahului, HI 96732, USA",(808) 270-7232,http://www.mauicounty.gov/facilities.aspx?search=1&CID=8&RID=3&Page=detail,Kahului
Keopuolani Regional Park,20.8941142,-156.4833713,"Kahului, HI 96732, USA",(808) 270-7389,Unknown,Kahului
Kanaha Pond State Wildlife Sanctuary,20.8882092,-156.4550603,"Amala Pl, Kahului, HI 96732, USA",Unknown,https://dlnr.hawaii.gov/wildlife/sanctuaries/kanaha/,Kahului
Kanaha Beach Park,20.89969869999999,-156.4405938,"Amala Pl, Kahului, HI 96732, USA",(808) 270-7389,http://www.co.maui.hi.us/Facilities.aspx?Page=detail&RID=101,Kahului
Maui Lani Regional Park,20.8668616,-156.4877588,"Kahului, HI 96732, USA",(808) 270-6139,https://www.mauicounty.gov/Facilities/Facility/Details/Maui-Lani-Regional-Park-413,Kahului
Maui Historical Society,20.8857761,-156.5071602,"2375A Main St, Wailuku, HI 96793, USA",(808) 244-3326,http://www.mauimuseum.org/,Kahului
Alexander & Baldwin Sugar Museum,20.86930389999999,-156.4550957,"3957 Hansen Rd, Puunene, HI 96784, USA",(808) 871-8058,http://www.sugarmuseum.com/,Kahului
Kahului Community Center Park,20.8821697,-156.4781165,"275 Uhu St, Kahului, HI 96732, USA",(808) 270-7232,http://www.co.maui.hi.us/Facilities.aspx?Page=detail&RID=97,Kahului
Nisei Veterans Memorial Center,20.9013808,-156.482685,"665 Kahului Beach Rd, Kahului, HI 96732, USA",(808) 244-6862,http://www.nvmc.org/,Kahului
Maui Tropical Plantation,20.8491053,-156.5067995,"1670 HI-30, Wailuku, HI 96793, USA",Unknown,http://www.mauitropicalplantation.com/,Kahului
Maui Zipline Company,20.84849,-156.5071043,"Maui Tropical Plantation, 1670 HI-30, Wailuku, HI 96793, USA",(808) 633-2464,http://www.mauizipline.com/,Kahului
Kahului Park,20.878614,-156.4720149,"410 Hina Ave, Kahului, HI 96732, USA",(808) 270-7232,http://www.mauicounty.gov/Facilities/Facility/Details/Kahului-Park-99,Kahului
Ali'i Greeting Service,20.8868557,-156.4595346,"250 Alamaha St unit n-14a, Kahului, HI 96732, USA",(808) 877-7088,https://www.aliigreetingservice.com/,Kahului
Maui Okinawa Cultural Center,20.9068784,-156.4874383,"688 Nukuwai Pl, Wailuku, HI 96793, USA",(808) 242-1560,https://huoa.org/clubs/maui-okinawa-kenjin-kai/,Kahului
Kamalii Park,20.8812888,-156.4611891,"59 Aiai St, Kahului, HI 96732, USA",(808) 270-7232,http://www.co.maui.hi.us/facilities.aspx?pagenum=27&RID=102&Page=detail,Kahului
Jym Park,20.9007477,-156.4402512,"Amala Pl, Kahului, HI 96732, USA",Unknown,Unknown,Kahului
Maui Activities,20.8878278,-156.4583524,"353 Hanamau St #23, Kahului, HI 96732, USA",(808) 214-1013,https://www.mauiactivities.com/,Kahului
Air Maui Helicopter Tours,20.8900192,-156.4326089,"108 lelepio place Kahului Heliport, 1 Keolani Pl, Kahului, HI 96732, USA",(808) 877-7005,http://www.airmaui.com/,Kahului
Maui Trampoline Park,20.8683323,-156.4976403,"21 Laa St, Wailuku, HI 96793, USA",(808) 214-5867,https://ultimateairmaui.com/,Kahului
Steel Pier,39.35766810000001,-74.41917160000001,"1000 Boardwalk, Atlantic City, NJ 08401, USA",(609) 345-4893,http://www.steelpier.com/,Atlantic City
Atlantic City Boardwalk,39.3539034,-74.4381586,"2301 Boardwalk, Atlantic City, NJ 08401, USA",(609) 449-7100,https://www.atlanticcitynj.com/explore/beaches-boardwalk/,Atlantic City
Absecon Lighthouse,39.3662285,-74.41430729999999,"31 S Rhode Island Ave, Atlantic City, NJ 08401, USA",(609) 449-1360,http://www.abseconlighthouse.org/,Atlantic City
Atlantic City Aquarium,39.3769065,-74.42005309999999,"800 N New Hampshire Ave, Atlantic City, NJ 08401, USA",(609) 348-2880,http://www.acaquarium.com/,Atlantic City
Atlantic City Boardwalk And Beach,39.3580919,-74.4216019,"Boardwalk, Atlantic City, NJ 08401, USA",(856) 688-3007,https://sites.google.com/view/acgambling/home,Atlantic City
Atlantic City Historical Museum,39.3540382,-74.4379577,"600-698 Boardwalk, Atlantic City, NJ 08401, USA",(609) 347-5839,http://atlanticcityexperience.org/,Atlantic City
Central Pier Arcade,39.35684980000001,-74.42490219999999,"1400 Boardwalk, Atlantic City, NJ 08401, USA",(609) 345-5219,https://www.centralpierarcade.com/,Atlantic City
Kennedy Plaza,39.3538153,-74.4379692,"2300-, 2498 Boardwalk, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Brighton Park,39.3561412,-74.4308626,"124 Park Pl, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Civil Rights Garden,39.359618,-74.43085769999999,"Pacific Ave & S Dr Martin Luther King Blvd, Atlantic City, NJ 08401, USA",(609) 347-0500,Unknown,Atlantic City
Harrah s Casino,39.3845487,-74.4296631,"777 Harrah's Blvd, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Lucy the Elephant,39.32083129999999,-74.5115644,"9200 Atlantic Ave, Margate City, NJ 08402, USA",Unknown,http://www.lucytheelephant.org/,Atlantic City
New Jersey Korean War Memorial,39.3559353,-74.43105489999999,"124 Park Pl, Atlantic City, NJ 08401, USA",(609) 345-2500,http://www.nj.gov/military/korea/,Atlantic City
DO|AC - Spot,39.36565129999999,-74.4239296,"928 Arctic Ave, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Storybook Land,39.4231837,-74.5915279,"6415 Black Horse Pike, Egg Harbor Township, NJ 08234, USA",(609) 646-0103,https://storybookland.com/,Atlantic City
Atlantic City Tiki Boat,39.3767042,-74.4199986,"800 N New Hampshire Ave, Atlantic City, NJ 08401, USA",(609) 770-1476,https://actikiboat.com/,Atlantic City
Oscar E. McClinton Waterfront Park,39.3720527,-74.4141154,"201 N New Hampshire Ave, Atlantic City, NJ 08401, USA",(609) 625-8219,http://www.aclink.org/,Atlantic City
Atlantic City Visitor Information Center (CRDA),39.354905,-74.438391,"2301 Boardwalk, Atlantic City, NJ 08401, USA",(609) 449-7100,https://www.atlanticcitynj.com/,Atlantic City
Atlantic City Shore line,39.3553642,-74.4275044,"1636 Boardwalk, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Worker’s Memorial,39.3538041,-74.43771869999999,"2300-, 2498, Boardwalk, Atlantic City, NJ 08401, USA",Unknown,Unknown,Atlantic City
Paul Bunyan & Babe the Blue Ox Statues,47.4704,-94.878959,"300 Bemidji Ave N, Bemidji, MN 56601, USA",(800) 458-2223,http://www.bemidji.org/,Bemidji
Headwaters Science Center,47.47224509999999,-94.8816752,"413 Beltrami Ave NW, Bemidji, MN 56601, USA",(218) 444-4472,http://www.hscbemidji.org/,Bemidji
Diamond Point Park,47.4857667,-94.8726224,"1710 Birchmont Dr NE, Bemidji, MN 56601, USA",(218) 333-1859,http://www.ci.bemidji.mn.us/,Bemidji
Beltrami County History Center,47.46761159999999,-94.8824507,"130 Minnesota Ave SW, Bemidji, MN 56601, USA",(218) 444-3376,http://www.beltramihistory.org/,Bemidji
Chief Bemidji Statue,47.47196760000001,-94.8793492,"426 Bemidji Ave N #1st, Bemidji, MN 56601, USA",Unknown,Unknown,Bemidji
Cameron Park,47.49385769999999,-94.8745271,"2609 Birchmont Dr NE, Bemidji, MN 56601, USA",(218) 333-1859,https://findbemidji.com/listings/cameron-park/,Bemidji
Paul Bunyan Animal Land,47.4191702,-94.8165443,"3857 Animal Land Dr SE, Bemidji, MN 56601, USA",Unknown,Unknown,Bemidji
Bemidji City Park,47.4887081,-94.8988106,"1330 23rd St NW, Bemidji, MN 56601, USA",(218) 333-1859,https://www.ci.bemidji.mn.us/parksandrec,Bemidji
Shaynowishkung Statue,47.4719602,-94.8793587,"Paul Bunyan State Trail, Bemidji, MN 56601, USA",Unknown,Unknown,Bemidji
Mississippi Headwaters State Forest,47.4340662,-95.0979547,"Bemidji, MN 56601, USA",(651) 296-6157,http://www.dnr.state.mn.us/state_forests/sft00034/index.html,Bemidji
Buena Vista State Forest,47.5686026,-94.7124609,"Bemidji, MN 56601, USA",(651) 296-6157,http://www.dnr.state.mn.us/state_forests/sft00010/index.html,Bemidji
Lake Bemidji State Park,47.5351607,-94.8268149,"3401 State Park Rd NE, Bemidji, MN 56601, USA",(218) 308-2300,http://www.dnr.state.mn.us/state_parks/lake_bemidji/index.html,Bemidji
South Shore Park,47.4636528,-94.860828,"527 Lake Shore Dr NE, Bemidji, MN 56601, USA",Unknown,https://bemidjimn.recdesk.com/Community/Facility/Detail?facilityId=15,Bemidji
Visit Bemidji,47.47074019999999,-94.8788498,"300 Bemidji Ave N, Bemidji, MN 56601, USA",(218) 444-6081,http://www.visitbemidji.com/,Bemidji
Toledo Zoo,41.6216435,-83.5825426,"2 Hippo Way, Toledo, OH 43609, USA",(419) 385-5721,https://www.toledozoo.org/,Toledo
National Museum of the Great Lakes,41.65649080000001,-83.51516,"1701 Front St, Toledo, OH 43605, USA",(419) 214-5000,http://www.nmgl.org/,Toledo
Toledo Museum of Art,41.6583273,-83.55932519999999,"2445 Monroe St, Toledo, OH 43620, USA",(419) 255-8000,http://www.toledomuseum.org/,Toledo
Imagination Station,41.65193,-83.53161399999999,"1 Discovery Way, Toledo, OH 43604, USA",(419) 244-2674,http://www.imaginationstationtoledo.org/,Toledo
Toledo Botanical Garden,41.6663686,-83.6720878,"5403 Elmer Dr, Toledo, OH 43615, USA",(419) 270-7500,https://metroparkstoledo.com/explore-your-parks/toledo-botanical-garden/,Toledo
International Park,41.6504008,-83.526607,"Rails To Trails Next To Maumee River, Toledo, OH 43605, USA",(419) 936-2875,https://toledo.oh.gov/services/public-service/parks-recreation-forestry/parks/,Toledo
Toledo Firefighters Museum,41.6929682,-83.5641222,"918 W Sylvania Ave, Toledo, OH 43612, USA",(419) 478-3473,http://toledofirefightersmuseum.org/,Toledo
Wildwood Preserve Metropark,41.6818066,-83.66531859999999,"5100 Central Ave, Toledo, OH 43615, USA",(419) 407-9700,http://metroparkstoledo.com/wildwoodpreserve,Toledo
"Point Place Lighthouse, llc",41.6996116,-83.4788221,"Toledo, OH 43611, USA",(419) 626-7980,http://coastal.ohiodnr.gov/lucas/bayviewpark,Toledo
Toledo History Museum,41.6533199,-83.53335729999999,"425 N St Clair St, Toledo, OH 43604, USA",(419) 215-2437,https://www.toledohistorymuseum.org/,Toledo
Greetings From Toledo,41.64781009999999,-83.52289619999999,"120 Main St, Toledo, OH 43605, USA",Unknown,Unknown,Toledo
Glass Pavilion,41.65966299999999,-83.5580825,"2444 Monroe St, Toledo, OH 43620, USA",(419) 255-8000,http://www.toledomuseum.org/glass-pavilion/,Toledo
Promenade Park,41.6495389,-83.53334869999999,"400 Water St, Toledo, OH 43604, USA",(419) 936-2875,https://toledo.oh.gov/,Toledo
Delaware Park,41.610612,-83.5899603,"3076-3098, River Rd, Toledo, OH 43614, USA",(419) 936-2875,http://toledo.oh.gov/services/public-service/parks-recreation-forestry/parks/,Toledo
Glass City River Wall,41.62663,-83.53086499999999,"1306 Miami St, Toledo, OH 43605, USA",Unknown,http://glasscityriverwall.org/,Toledo
Perspective Arcade Public Art,41.6558802,-83.5361911,"740 Jackson St CTR 1920, Toledo, OH 43604, USA",Unknown,Unknown,Toledo
Toledo Zoo Aquarium,41.61792109999999,-83.58020259999999,"2700 Broadway St, Toledo, OH 43609, USA",(419) 385-5721,http://www.toledozoo.org/,Toledo
Cullen Park,41.7046893,-83.47487339999999,"4526 N Summit St, Toledo, OH 43611, USA",Unknown,http://cullenpark.org/,Toledo
Frida Kahlo Mural,41.64038379999999,-83.5431558,"402 Broadway St, Toledo, OH 43604, USA",Unknown,Unknown,Toledo
Jamie Farr Park,41.67115839999999,-83.5049703,"2140 N Summit St, Toledo, OH 43611, USA",(419) 936-3887,https://toledo.oh.gov/services/public-service/parks-recreation-forestry/,Toledo
The Grace Museum,32.4496457,-99.7344586,"102 Cypress St, Abilene, TX 79601, USA",(325) 673-4587,http://www.thegracemuseum.org/,Abilene
Frontier Texas!,32.4492935,-99.7282884,"625 N 1st St, Abilene, TX 79601, USA",(325) 437-2800,http://www.frontiertexas.com/,Abilene
Historic Fort Phantom Hill,32.642376,-99.679019,"10818 FM600, Abilene, TX 79601, USA",(325) 677-1309,http://fortphantom.org/,Abilene
12th Armored Division Memorial,32.4504051,-99.7364242,"1289 N 2nd St, Abilene, TX 79601, USA",(325) 677-6515,http://www.12tharmoreddivisionmuseum.com/,Abilene
National Center for Children's Illustrated Literature,32.4499118,-99.7357407,"102 Cedar St, Abilene, TX 79601, USA",(325) 673-4586,http://nccil.org/,Abilene
Adamson-Spalding Storybook Garden,32.45474889999999,-99.7329801,"1008-1098 N 6th St, Abilene, TX 79601, USA",Unknown,Unknown,Abilene
Abilene Zoo,32.4391428,-99.6906504,"2070 Zoo Ln, Abilene, TX 79602, USA",(325) 676-6085,http://www.abilenezoo.org/?utm_source=gmb&utm_medium=organic,Abilene
Everman Park,32.44925120000001,-99.7334499,"1007-1099 N 1st St, Abilene, TX 79601, USA",(325) 676-6217,http://www.abilenetx.gov/parksandrec,Abilene
'Good Night Dinosaur' Statue,32.4548779,-99.7332775,"Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
'Dino Bob' Statue,32.4499817,-99.7353442,"133 Cedar St, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
Giant Buffalo Skull,32.4495551,-99.7276318,"625 N 1st St, Abilene, TX 79601, USA",(325) 437-2800,http://www.frontiertexas.com/,Abilene
'Sanderson Mansnoozie' Statue,32.4504517,-99.7343226,"174 Cypress St # 101, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
'Yertle the Turtle' Statue,32.4492543,-99.7335716,"Everman Park, 1007, 1099 N 1st St, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
'E. Aster Bunnymund' Statue,32.4494102,-99.7357411,"1201 N 1st St, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
Redbud Park,32.40837289999999,-99.7630098,"3125 S 32nd St, Abilene, TX 79605, USA",(325) 676-6217,http://www.abilenetx.gov/parksandrec,Abilene
'Stuart Little' Statue,32.4549492,-99.7330277,"1051 N 6th St, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
The Discovery Center & Truth Bookstore,32.4406388,-99.738419,"810 Butternut St, Abilene, TX 79602, USA",(325) 673-5050,http://www.evidences.org/,Abilene
'Toothiana' Statue,32.4506486,-99.7340607,"Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
'The Lorax' Statue,32.4492628,-99.7345461,"1101 N 1st St, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
'The Three Little Pigs' Statue,32.4548253,-99.7328725,"Adamson-Spalding Storybook Garden, 1098 N 6th St #1008, Abilene, TX 79601, USA",Unknown,https://storybookcapitalofamerica.com/storybook-sculptures/,Abilene
California State Railroad Museum,38.5849368,-121.5043016,"125 I St, Sacramento, CA 95814, USA",(916) 323-9280,http://www.californiarailroad.museum/,Sacramento
Sacramento Zoo,38.5392791,-121.5040041,"3930 W Land Park Dr, Sacramento, CA 95822, USA",(916) 808-5888,http://saczoo.org/,Sacramento
Old Sacramento Waterfront,38.58280679999999,-121.505165,"1014 2nd St Suite 200, Sacramento, CA 95814, USA",(916) 970-5226,http://www.oldsacramento.com/,Sacramento
Crocker Art Museum,38.5769817,-121.5068534,"216 O St, Sacramento, CA 95814, USA",(916) 808-7000,http://crockerart.org/,Sacramento
Fairytale Town,38.5395888,-121.5012772,"3901 Land Park Dr, Sacramento, CA 95822, USA",Unknown,http://www.fairytaletown.org/,Sacramento
Stanford Mansion,38.5761903,-121.4978549,"800 N St, Sacramento, CA 95814, USA",(916) 324-9266,http://www.parks.ca.gov/?page_id=489,Sacramento
California State Capitol Museum,38.5765882,-121.4932368,"1315 10th St, Sacramento, CA 95814, USA",(916) 324-0333,http://www.capitolmuseum.ca.gov/,Sacramento
Sutter's Fort State Historic Park,38.57233889999999,-121.4712056,"2701 L St, Sacramento, CA 95816, USA",(916) 445-4422,http://www.parks.ca.gov/?page_id=485,Sacramento
California Museum,38.574563,-121.4956668,"1020 O St, Sacramento, CA 95814, USA",(916) 653-7524,https://www.californiamuseum.org/,Sacramento
Underground Tours,38.584838,-121.5047818,"101 I St, Sacramento, CA 95814, USA",(916) 808-7059,http://www.sachistorymuseum.org/,Sacramento
Scavenger Hunt Walking Tours - Old Sacramento,38.5833746,-121.5042066,"131 J St, Sacramento, CA 95814, USA",(916) 587-2923,https://www.scavengerhuntwalkingtours.com/,Sacramento
California State Capitol Park,38.57592820000001,-121.4907022,"1300 L St, Sacramento, CA 95814, USA",Unknown,https://capitolmuseum.ca.gov/learn/about-the-capitol/capitol-park/,Sacramento
State Indian Museum,38.5730175,-121.4716465,"2618 K St, Sacramento, CA 95816, USA",(916) 324-0971,https://www.parks.ca.gov/?page_id=486,Sacramento
William Land Regional Park,38.5416512,-121.5002654,"3800 W Land Park Dr, Sacramento, CA 95822, USA",(916) 808-6060,https://www.cityofsacramento.org/ParksandRec/Parks/Park-Directory/Land-Park/William-Land,Sacramento
Tower Bridge,38.5805535,-121.5083621,"Sacramento, CA 95814, USA",(916) 808-8300,http://www.cityofsacramento.org/,Sacramento
Discovery Park,38.60576259999999,-121.50348,"1600 Garden Hwy, Sacramento, CA 95833, USA",(916) 875-6961,https://regionalparks.saccounty.net/Parks/Pages/DiscoveryPark.aspx,Sacramento
Scavenger Hunt Walking Tours - Sacramento Capitol Building,38.5765882,-121.4932368,"1315 10th St, Sacramento, CA 95814, USA",(916) 587-2923,https://www.scavengerhuntwalkingtours.com/,Sacramento
about capa,38.578009,-121.4927243,"1127 11th St, Sacramento, CA 95814, USA",(916) 706-2939,https://www.capalink.org/contact.html,Sacramento
Waterfront Wheel,38.5816592,-121.5064629,"1150 Front St, Sacramento, CA 95814, USA",Unknown,https://www.oldsacramento.com/event/waterfront-wheel-1,Sacramento
California Automobile Museum,38.5702875,-121.5117814,"2200 Front St, Sacramento, CA 95818, USA",(916) 442-6802,http://www.calautomuseum.org/,Sacramento
